Step, Row, Column, Heading, Left Wall, Front Wall, Right Wall, 
0,0,0,S,N,N,Y
1,0,0,E,Y,N,N
2,0,1,E,Y,N,Y
3,0,2,E,Y,N,N
4,0,3,E,Y,Y,N
5,0,3,S,Y,N,N
6,1,3,S,N,N,Y
7,1,3,E,N,N,N
8,1,4,E,N,N,Y
9,1,4,N,N,N,N
